,test_type,sql_query,sql_result,llm_user_query,llm_sql_query,llm_result,correct_result
95,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Farmers Bank"" ",836318,What is the maximum total assets The Farmers Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
96,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bank of Yutan""",2006-05-31 00:00:00,What was the last update for Bank of Yutan?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Bank of Yutan""",2006-05-31 00:00:00,1
97,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bank of Yutan"" ",23952,What is the maximum total assets Bank of Yutan ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
98,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Hubbell Bank""",1994-11-07 00:00:00,What was the last update for Hubbell Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Hubbell Bank' LIMIT 1;",1994-11-07 00:00:00,1
99,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Hubbell Bank"" ",3638,What is the maximum total assets Hubbell Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
100,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The Madison National Bank""",1998-06-08 00:00:00,What was the last update for The Madison National Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'The Madison National Bank' LIMIT 1",1998-06-08 00:00:00,1
101,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Madison National Bank"" ",164808,What is the maximum total assets The Madison National Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
102,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The Bank of Bloomfield""",1997-07-02 00:00:00,What was the last update for The Bank of Bloomfield?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The Bank of Bloomfield""",1997-07-02 00:00:00,1
103,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Bank of Bloomfield"" ",,What is the maximum total assets The Bank of Bloomfield ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
104,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First Independent Bank""",2012-03-21 00:00:00,What was the last update for First Independent Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'First Independent Bank' LIMIT 1",2012-03-21 00:00:00,1
105,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First Independent Bank"" ",780348,What is the maximum total assets First Independent Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
106,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Los Alamos National Bank""",2019-03-28 00:00:00,What was the last update for Los Alamos National Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Los Alamos National Bank"" LIMIT 1",2019-03-28 00:00:00,1
107,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Los Alamos National Bank"" ",1247674,What is the maximum total assets Los Alamos National Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
108,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Citizens and Southern National Bank of Sarasota""",1990-10-04 00:00:00,What was the last update for Citizens and Southern National Bank of Sarasota?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Citizens and Southern National Bank of Sarasota""",1990-10-04 00:00:00,1
109,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Citizens and Southern National Bank of Sarasota"" ",458807,What is the maximum total assets Citizens and Southern National Bank of Sarasota ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
110,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Gresham State Bank""",1999-05-05 00:00:00,What was the last update for Gresham State Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Gresham State Bank""",1999-05-05 00:00:00,1
111,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Gresham State Bank"" ",3463,What is the maximum total assets Gresham State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
112,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Continental Bank of Midvale""",1990-10-04 00:00:00,What was the last update for Continental Bank of Midvale?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Continental Bank of Midvale""",1990-10-04 00:00:00,1
113,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Continental Bank of Midvale"" ",,What is the maximum total assets Continental Bank of Midvale ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
114,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Rocky Mountain State Bank""",1997-05-23 00:00:00,What was the last update for Rocky Mountain State Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Rocky Mountain State Bank"" LIMIT 1",1997-05-23 00:00:00,1
115,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Rocky Mountain State Bank"" ",18567,What is the maximum total assets Rocky Mountain State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
116,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Magna Bank of Goreville""",1995-03-07 00:00:00,What was the last update for Magna Bank of Goreville?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Magna Bank of Goreville""",1995-03-07 00:00:00,1
117,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Magna Bank of Goreville"" ",65567,What is the maximum total assets Magna Bank of Goreville ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
118,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""United Jersey Bank/Franklin State""",1992-04-09 00:00:00,What was the last update for United Jersey Bank/Franklin State?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""United Jersey Bank/Franklin State""",1992-04-09 00:00:00,1
119,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""United Jersey Bank/Franklin State"" ",944403,What is the maximum total assets United Jersey Bank/Franklin State ever had?,SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = 'b_1' OR inst_id = 'b_2',,0
120,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""American National Bank""",2010-03-22 00:00:00,What was the last update for American National Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""American National Bank""",2010-03-22 00:00:00,1
121,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""American National Bank"" ",4877141,What is the maximum total assets American National Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
122,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Park National Bank""",2009-11-03 00:00:00,What was the last update for Park National Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Park National Bank""",2009-11-03 00:00:00,1
123,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Park National Bank"" ",4680881,What is the maximum total assets Park National Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
124,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Colorado National Bank - Boulevard""",1992-01-03 00:00:00,What was the last update for Colorado National Bank - Boulevard?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Colorado National Bank - Boulevard""",1992-01-03 00:00:00,1
125,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Colorado National Bank - Boulevard"" ",107915,What is the maximum total assets Colorado National Bank - Boulevard ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Colorado National Bank - Boulevard""",107915,1
126,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Farmers and Merchants State Bank of Sacred Heart""",2019-08-27 00:00:00,What was the last update for Farmers and Merchants State Bank of Sacred Heart?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Farmers and Merchants State Bank of Sacred Heart""",2019-08-27 00:00:00,1
127,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Farmers and Merchants State Bank of Sacred Heart"" ",26323,What is the maximum total assets Farmers and Merchants State Bank of Sacred Heart ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
128,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Airport State Bank of Duluth""",1991-01-29 00:00:00,What was the last update for Airport State Bank of Duluth?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Airport State Bank of Duluth""",1991-01-29 00:00:00,1
